nameOfIssuer,titleOfClass,cusip,value,investmentDiscretion,sshPrnamt,sshPrnamtType,Sole,Shared,None
NATIONAL OILWELL VARCO INC,COMMON STOCK USD.01,637071101,555,SOLE,7100,SH,7100,0,0
NOBLE ENERGY INC,COMMON STOCK USD.01,655044105,1427,SOLE,21300,SH,21300,0,0
PFIZER INC,COMMON STOCK USD..05,717081103,794,SOLE,27645,SH,27645,0,0
PHILLIPS 66,COMMON STOCK,718546104,555,SOLE,9600,SH,9600,0,0
PIONEER NATURAL RESOURCES CO,COMMON STOCK USD.01,723787107,850,SOLE,4500,SH,4500,0,0
PRICELINE.COM INC,COMMON STOCK USD.008,741503403,1719,SOLE,1700,SH,1700,0,0
PROGRESSIVE CORP,COMMON STOCK USD1.,743315103,907,SOLE,33300,SH,33300,0,0
SPX CORP,COMMON STOCK USD10.,784635104,753,SOLE,8900,SH,8900,0,0
SUNTRUST BANKS INC,COMMON STOCK USD1.,867914103,551,SOLE,17000,SH,17000,0,0
TAIWAN SEMICONDUCTOR SP ADR,ADR,874039100,2056,SOLE,121200,SH,121200,0,0
TEXAS INSTRUMENTS INC,COMMON STOCK USD1.,882508104,262,SOLE,6500,SH,6500,0,0
WALGREEN CO,COMMON STOCK USD.078125,931422109,1641,SOLE,30500,SH,30500,0,0
WELLS FARGO + CO,COMMON STOCK USD1.666,949746101,748,SOLE,18106,SH,18106,0,0
WESTERN UNION CO,COMMON STOCK USD.01,959802109,558,SOLE,29900,SH,29900,0,0
COMCAST CORP SPECIAL CL A,COMMON STOCK USD1.,20030N200,876,SOLE,20200,SH,20200,0,0
CONSTELLATION BRANDS INC A,COMMON STOCK USD.01,21036P108,620,SOLE,10800,SH,10800,0,0
DISH NETWORK CORP A,COMMON STOCK USD.01,25470M109,621,SOLE,13800,SH,13800,0,0
EOG RESOURCES INC,COMMON STOCK USD.01,26875P101,660,SOLE,3900,SH,3900,0,0
EXXON MOBIL CORP,COMMON STOCK NPV,30231G102,2891,SOLE,33600,SH,33600,0,0
FACEBOOK INC A,COMMON STOCK USD.000006,30303M102,1055,SOLE,21000,SH,21000,0,0
FIDELITY NATIONAL INFORMATIO,COMMON STOCK USD.01,31620M106,557,SOLE,12000,SH,12000,0,0
FIRST REPUBLIC BANK/CA,COMMON STOCK USD.01,33616C100,751,SOLE,16100,SH,16100,0,0
GOOGLE INC CL A,COMMON STOCK USD.001,38259P508,1051,SOLE,1200,SH,1200,0,0
GREEN DOT CORP CLASS A,COMMON STOCK USD.001,39304D102,2391,SOLE,90805,SH,90805,0,0
HESS CORP,COMMON STOCK USD1.,42809H107,828,SOLE,10700,SH,10700,0,0
KINDER MORGAN INC,COMMON STOCK USD.01,49456B101,669,SOLE,18800,SH,18800,0,0
M + T BANK CORP,COMMON STOCK USD.5,55261F104,616,SOLE,5500,SH,5500,0,0
MERCK + CO. INC.,COMMON STOCK USD.5,58933Y105,1028,SOLE,21600,SH,21600,0,0
NUANCE COMMUNICATIONS INC,COMMON STOCK USD.001,67020Y100,4187,SOLE,223940,SH,223940,0,0
ORACLE CORP,COMMON STOCK USD.01,68389X105,1204,SOLE,36300,SH,36300,0,0
PRAXAIR INC,COMMON STOCK USD.01,74005P104,805,SOLE,6700,SH,6700,0,0
SPDR S+P MIDCAP 400 ETF TRUST,SPDR S+P MIDCAP 400 ETF TRST,78467Y107,1267,SOLE,5600,SH,5600,0,0
SALESFORCE.COM INC,COMMON STOCK USD.001,79466L302,1915,SOLE,36900,SH,36900,0,0
TERADATA CORP,COMMON STOCK USD.01,88076W103,693,SOLE,12500,SH,12500,0,0
TWENTY FIRST CENTURY FOX   B,COMMON STOCK USD.01,90130A200,768,SOLE,23000,SH,23000,0,0
ULTA SALON COSMETICS + FRAGR,COMMON STOCK USD.01,90384S303,729,SOLE,6100,SH,6100,0,0
VERIZON COMMUNICATIONS INC,COMMON STOCK USD.1,92343V104,828,SOLE,17735,SH,17735,0,0
VISA INC CLASS A SHARES,COMMON STOCK USD.0001,92826C839,1949,SOLE,10200,SH,10200,0,0
