nameOfIssuer,titleOfClass,cusip,value,investmentDiscretion,sshPrnamt,sshPrnamtType,Sole,Shared,None
OPHTHOTECH CORP,COMMON STOCK USD.001,683745103,1446,SOLE,32220,SH,32220,0,0
ORACLE CORP,COMMON STOCK USD.01,68389X105,918,SOLE,20416,SH,20416,0,0
PFIZER INC,COMMON STOCK USD.05,717081103,861,SOLE,27645,SH,27645,0,0
PIONEER NATURAL RESOURCES CO,COMMON STOCK USD.01,723787107,1221,SOLE,8200,SH,8200,0,0
PRICELINE GROUP INC/THE,COMMON STOCK USD.008,741503403,1342,SOLE,1177,SH,1177,0,0
REGENERON PHARMACEUTICALS,COMMON STOCK USD.001,75886F107,3117,SOLE,7598,SH,7598,0,0
SPDR S+P MIDCAP 400 ETF TRUST,SPDR S+P MIDCAP 400 ETF TRST,78467Y107,1478,SOLE,5600,SH,5600,0,0
SCHLUMBERGER LTD,COMMON STOCK USD.01,806857108,726,SOLE,8500,SH,8500,0,0
SCHWAB (CHARLES) CORP,COMMON STOCK USD.01,808513105,1045,SOLE,34600,SH,34600,0,0
SHUTTERSTOCK INC,COMMON STOCK USD.01,825690100,3729,SOLE,53963,SH,53963,0,0
TAIWAN SEMICONDUCTOR SP ADR,ADR,874039100,1278,SOLE,57111,SH,57111,0,0
TENET HEALTHCARE CORP,COMMON STOCK USD.05,88033G407,679,SOLE,13400,SH,13400,0,0
TEXAS INSTRUMENTS INC,COMMON STOCK USD1.,882508104,348,SOLE,6500,SH,6500,0,0
THERMO FISHER SCIENTIFIC INC,COMMON STOCK USD1.,883556102,2234,SOLE,17831,SH,17831,0,0
TWENTY FIRST CENTURY FOX   B,COMMON STOCK USD.01,90130A200,827,SOLE,22413,SH,22413,0,0
VERIZON COMMUNICATIONS INC,COMMON STOCK USD.1,92343V104,830,SOLE,17735,SH,17735,0,0
VIPSHOP HOLDINGS LTD   ADS,ADR USD.0001,92763W103,2310,SOLE,118214,SH,118214,0,0
VISA INC CLASS A SHARES,COMMON STOCK USD.0001,92826C839,2255,SOLE,8602,SH,8602,0,0
WALGREENS BOOTS ALLIANCE INC,COMMON STOCK USD.01,931427108,2179,SOLE,28592,SH,28592,0,0
WELLS FARGO + CO,COMMON STOCK USD1.666,949746101,994,SOLE,18125,SH,18125,0,0
WESTERN UNION CO,COMMON STOCK USD.01,959802109,729,SOLE,40716,SH,40716,0,0
WORKDAY INC CLASS A,COMMON STOCK USD.001,98138H101,1510,SOLE,18500,SH,18500,0,0
